Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1249080,-,-,-,40.85,-73.86,0,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,AOD,Clearsky DHI,Cloud Type,Precipitable Water,Wind Speed,Surface Albedo,Relative Humidity,Ozone
2006,1,1,0,0,0.5,0.199,0,4,1.2000000000000002,1.8,0.11,96.59,0.34
2006,1,1,0,30,0.30000000000000004,0.199,0,4,1.2000000000000002,1.7000000000000002,0.11,98,0.34400000000000003
2006,1,1,1,0,0.1,0.211,0,4,1.1,1.7000000000000002,0.11,96.76,0.34800000000000003
2006,1,1,1,30,-0.1,0.211,0,4,1.1,1.7000000000000002,0.11,98.17,0.352
2006,1,1,2,0,-0.30000000000000004,0.198,0,4,1.1,1.6,0.11,96.42,0.356
2006,1,1,2,30,-0.4,0.198,0,4,1.1,1.5,0.11,97.13,0.358
2006,1,1,3,0,-0.6000000000000001,0.201,0,7,1.1,1.3,0.11,96.23,0.36
2006,1,1,3,30,-0.6000000000000001,0.201,0,4,1.2000000000000002,1.2000000000000002,0.11,96.23,0.36
2006,1,1,4,0,-0.6000000000000001,0.197,0,4,1.2000000000000002,1.1,0.11,95.3,0.359
2006,1,1,4,30,-0.5,0.197,0,8,1.2000000000000002,1,0.11,94.71000000000001,0.356
2006,1,1,5,0,-0.4,0.177,0,7,1.2000000000000002,1,0.11,94.62,0.353
2006,1,1,5,30,-0.5,0.177,0,4,1.1,0.9,0.11,95.31,0.34900000000000003
2006,1,1,6,0,-0.7000000000000001,0.158,0,4,1.1,0.9,0.11,95.93,0.34600000000000003
2006,1,1,6,30,-0.9,0.158,0,4,1.1,1,0.11,97.43,0.341
2006,1,1,7,0,-1.2000000000000002,0.147,0,4,1.1,1,0.11,97.7,0.337
2006,1,1,7,30,-1.2000000000000002,0.147,0,4,1.1,1,0.11,97.7,0.332
2006,1,1,8,0,-1.2000000000000002,0.138,0,1,1.1,1,0.11,97.71000000000001,0.327
2006,1,1,8,30,-1.2000000000000002,0.138,0,1,1,1,0.11,97.71000000000001,0.324
2006,1,1,9,0,-1.1,0.131,0,0,1,1,0.11,97.55,0.32
2006,1,1,9,30,-1.1,0.131,0,4,1,1,0.11,97.64,0.319
2006,1,1,10,0,-1.1,0.126,0,4,1,1,0.11,97.60000000000001,0.318
2006,1,1,10,30,-1.1,0.126,0,4,1,1,0.11,97.60000000000001,0.318
2006,1,1,11,0,-1.1,0.123,0,4,1,1,0.11,97.4,0.319
2006,1,1,11,30,-1,0.123,0,4,1,0.9,0.11,96.69,0.318
2006,1,1,12,0,-1,0.123,0,4,1,0.9,0.11,96.99000000000001,0.318
2006,1,1,12,30,-0.4,0.123,12,4,1,1,0.11,92.83,0.318
2006,1,1,13,0,0.2,0.122,36,4,1,1.1,0.11,93.23,0.318
2006,1,1,13,30,1,0.122,55,4,1,1.1,0.11,88.09,0.322
2006,1,1,14,0,1.8,0.11900000000000001,68,4,1,1.1,0.11,88.02,0.325
2006,1,1,14,30,2.4000000000000004,0.11900000000000001,78,4,1.1,1,0.11,84.43,0.327
2006,1,1,15,0,3.1,0.074,73,4,1.1,0.9,0.11,83.29,0.33
2006,1,1,15,30,3.6,0.074,77,4,1.1,0.8,0.11,80.41,0.329
2006,1,1,16,0,4.2,0.075,80,4,1.1,0.8,0.11,78.25,0.327
2006,1,1,16,30,4.5,0.075,81,4,1.1,0.8,0.11,76.63,0.324
2006,1,1,17,0,4.9,0.075,82,4,1.1,0.9,0.11,75.05,0.321
2006,1,1,17,30,5,0.075,81,4,1.1,0.9,0.11,74.53,0.316
2006,1,1,18,0,5.2,0.079,81,4,1.1,0.9,0.11,74.19,0.311
2006,1,1,18,30,5,0.079,78,4,1.1,0.9,0.11,75.23,0.307
2006,1,1,19,0,4.9,0.083,75,4,1.1,0.8,0.11,79.47,0.304
2006,1,1,19,30,4.4,0.083,69,4,1.1,0.7000000000000001,0.11,82.29,0.301
2006,1,1,20,0,4,0.079,60,4,1.1,0.7000000000000001,0.11,83.13,0.299
2006,1,1,20,30,3.2,0.079,49,4,1.1,0.8,0.11,88.03,0.297
2006,1,1,21,0,2.4000000000000004,0.082,33,4,1.1,0.9,0.11,83.27,0.294
2006,1,1,21,30,2.1,0.082,0,4,1,1,0.11,85.15,0.291
2006,1,1,22,0,1.8,0.084,0,4,1,1,0.11,86.59,0.289
2006,1,1,22,30,1.7000000000000002,0.084,0,4,1,1,0.11,87.21000000000001,0.28600000000000003
2006,1,1,23,0,1.6,0.082,0,4,1,1,0.11,88.07000000000001,0.28400000000000003
2006,1,1,23,30,1.5,0.082,0,4,1,1,0.11,88.7,0.28200000000000003
2006,1,2,0,0,1.5,0.081,0,4,1,1,0.12,88.98,0.281
2006,1,2,0,30,1.3,0.081,0,4,1.1,1,0.12,90.26,0.281
2006,1,2,1,0,1.2000000000000002,0.078,0,4,1.1,1,0.12,90.58,0.281
2006,1,2,1,30,0.9,0.078,0,4,1.1,1,0.12,92.56,0.281
2006,1,2,2,0,0.6000000000000001,0.078,0,4,1.1,1,0.12,94.15,0.28200000000000003
2006,1,2,2,30,0.30000000000000004,0.078,0,4,1.2000000000000002,1,0.12,96.3,0.281
2006,1,2,3,0,0,0.08,0,4,1.2000000000000002,1,0.12,98.09,0.281
2006,1,2,3,30,-0.1,0.08,0,4,1.3,1.1,0.12,98.8,0.279
2006,1,2,4,0,-0.1,0.082,0,4,1.3,1.1,0.12,98.93,0.278
2006,1,2,4,30,0,0.082,0,4,1.4000000000000001,1.1,0.12,98.22,0.277
2006,1,2,5,0,0,0.083,0,4,1.4000000000000001,1.1,0.12,98.56,0.276
2006,1,2,5,30,0,0.083,0,0,1.5,1.1,0.12,98.56,0.275
2006,1,2,6,0,0.1,0.082,0,0,1.5,1.1,0.12,97.77,0.274
2006,1,2,6,30,0.1,0.082,0,1,1.6,1.1,0.12,97.77,0.272
2006,1,2,7,0,0,0.082,0,0,1.6,1.1,0.12,97.81,0.271
2006,1,2,7,30,0,0.082,0,1,1.6,1,0.12,97.81,0.27
2006,1,2,8,0,-0.1,0.088,0,4,1.6,1,0.12,97.56,0.268
2006,1,2,8,30,0,0.088,0,4,1.6,1,0.12,96.85000000000001,0.268
2006,1,2,9,0,0,0.094,0,4,1.6,0.9,0.12,96.11,0.268
2006,1,2,9,30,0.1,0.094,0,4,1.6,0.9,0.12,95.42,0.268
2006,1,2,10,0,0.2,0.08700000000000001,0,4,1.6,0.9,0.12,93.72,0.268
2006,1,2,10,30,0.30000000000000004,0.08700000000000001,0,4,1.6,0.9,0.12,93.05,0.269
2006,1,2,11,0,0.5,0.083,0,4,1.6,0.9,0.12,91.32000000000001,0.27
2006,1,2,11,30,0.6000000000000001,0.083,0,4,1.6,0.8,0.12,90.76,0.271
2006,1,2,12,0,0.8,0.08700000000000001,0,7,1.6,0.7000000000000001,0.12,89.98,0.272
2006,1,2,12,30,1.4000000000000001,0.08700000000000001,12,7,1.6,0.5,0.12,86.19,0.273
2006,1,2,13,0,2,0.092,34,4,1.6,0.4,0.12,88.81,0.274
2006,1,2,13,30,2.6,0.092,51,7,1.6,0.6000000000000001,0.12,85.10000000000001,0.274
2006,1,2,14,0,3.3000000000000003,0.095,63,7,1.6,0.7000000000000001,0.12,86.26,0.274
2006,1,2,14,30,4.3,0.095,72,8,1.6,0.8,0.12,80.49,0.274
2006,1,2,15,0,5.300000000000001,0.099,80,4,1.6,0.8,0.12,78.86,0.273
2006,1,2,15,30,5.800000000000001,0.099,84,4,1.7000000000000002,0.9,0.12,76.18,0.273
2006,1,2,16,0,6.2,0.105,90,4,1.7000000000000002,1,0.12,75.02,0.272
2006,1,2,16,30,5.9,0.105,91,7,1.7000000000000002,0.8,0.12,76.52,0.271
2006,1,2,17,0,5.6000000000000005,0.092,87,7,1.7000000000000002,0.7000000000000001,0.12,81.75,0.27
2006,1,2,17,30,5.4,0.092,86,4,1.7000000000000002,0.8,0.12,82.81,0.27
2006,1,2,18,0,5.2,0.092,85,4,1.8,1,0.12,85.21000000000001,0.269
2006,1,2,18,30,4.9,0.092,81,4,1.9000000000000001,1,0.12,87.01,0.269
2006,1,2,19,0,4.6000000000000005,0.097,78,7,2,1,0.12,89.16,0.268
2006,1,2,19,30,4.1000000000000005,0.097,72,7,2,1,0.12,92.33,0.268
2006,1,2,20,0,3.6,0.112,67,7,2.1,1.1,0.12,92.84,0.268
2006,1,2,20,30,3.5,0.112,54,7,2.1,1.2000000000000002,0.12,93.49,0.269
2006,1,2,21,0,3.3000000000000003,0.11800000000000001,36,7,2.1,1.3,0.12,94.62,0.269
2006,1,2,21,30,3.4000000000000004,0.11800000000000001,11,7,2.2,1.5,0.12,93.87,0.27
2006,1,2,22,0,3.6,0.114,0,7,2.2,1.6,0.12,94.06,0.271
2006,1,2,22,30,3.6,0.114,0,7,2.2,1.7000000000000002,0.12,94.06,0.271
2006,1,2,23,0,3.7,0.108,0,7,2.2,1.8,0.12,94.77,0.271
2006,1,2,23,30,3.7,0.108,0,7,2.2,1.8,0.12,94.77,0.272
2006,1,3,0,0,3.6,0.095,0,7,2.3000000000000003,1.8,0.11,95.68,0.272
2006,1,3,0,30,3.5,0.095,0,7,2.3000000000000003,2.1,0.11,96.26,0.272
2006,1,3,1,0,3.3000000000000003,0.083,0,7,2.3000000000000003,2.4000000000000004,0.11,96.19,0.272
2006,1,3,1,30,3,0.083,0,7,2.4000000000000004,2.5,0.11,98.25,0.272
2006,1,3,2,0,2.8000000000000003,0.077,0,6,2.4000000000000004,2.7,0.11,96.95,0.273
2006,1,3,2,30,2.7,0.077,0,6,2.4000000000000004,2.8000000000000003,0.11,97.54,0.274
2006,1,3,3,0,2.6,0.07,0,6,2.4000000000000004,2.9000000000000004,0.11,96.82000000000001,0.275
2006,1,3,3,30,2.5,0.07,0,6,2.4000000000000004,3.1,0.11,97.42,0.276
2006,1,3,4,0,2.4000000000000004,0.064,0,7,2.4000000000000004,3.3000000000000003,0.11,97.41,0.277
2006,1,3,4,30,2.4000000000000004,0.064,0,7,2.4000000000000004,3.5,0.11,97.31,0.278
2006,1,3,5,0,2.4000000000000004,0.053,0,7,2.4000000000000004,3.7,0.11,96.81,0.279
2006,1,3,5,30,2.4000000000000004,0.053,0,6,2.4000000000000004,3.8000000000000003,0.11,96.81,0.28
2006,1,3,6,0,2.3000000000000003,0.049,0,6,2.4000000000000004,3.9000000000000004,0.11,97.05,0.281
2006,1,3,6,30,2.2,0.049,0,6,2.4000000000000004,4,0.11,97.64,0.28200000000000003
2006,1,3,7,0,2.1,0.046,0,6,2.4000000000000004,4.1000000000000005,0.11,96.71000000000001,0.28400000000000003
2006,1,3,7,30,2,0.046,0,6,2.3000000000000003,4.2,0.11,97.31,0.28600000000000003
2006,1,3,8,0,1.8,0.046,0,6,2.3000000000000003,4.3,0.11,96.51,0.28700000000000003
2006,1,3,8,30,1.8,0.046,0,6,2.3000000000000003,4.3,0.11,96.41,0.28800000000000003
2006,1,3,9,0,1.7000000000000002,0.052000000000000005,0,6,2.2,4.3,0.11,96.31,0.289
2006,1,3,9,30,1.8,0.052000000000000005,0,7,2.2,4.4,0.11,95.62,0.289
2006,1,3,10,0,1.8,0.055,0,7,2.2,4.4,0.11,95.49,0.28800000000000003
2006,1,3,10,30,1.8,0.055,0,7,2.2,4.4,0.11,95.49,0.28800000000000003
2006,1,3,11,0,1.8,0.054,0,4,2.1,4.4,0.11,95.2,0.28700000000000003
2006,1,3,11,30,1.7000000000000002,0.054,0,4,2.1,4.3,0.11,95.98,0.28600000000000003
2006,1,3,12,0,1.7000000000000002,0.058,0,1,2.1,4.1000000000000005,0.11,95.65,0.28600000000000003
2006,1,3,12,30,1.7000000000000002,0.058,12,4,2.1,4.1000000000000005,0.11,95.65,0.28400000000000003
2006,1,3,13,0,1.7000000000000002,0.059000000000000004,32,1,2.1,4.1000000000000005,0.11,95.93,0.28300000000000003
2006,1,3,13,30,1.8,0.059000000000000004,46,4,2.1,4.1000000000000005,0.11,95.25,0.28200000000000003
2006,1,3,14,0,1.8,0.057,55,4,2,4.1000000000000005,0.11,95.47,0.281
2006,1,3,14,30,1.9000000000000001,0.057,62,4,2,4.1000000000000005,0.11,94.8,0.28
2006,1,3,15,0,1.9000000000000001,0.061,69,7,2,4.1000000000000005,0.11,94.93,0.279
2006,1,3,15,30,2,0.061,72,7,2,4.1000000000000005,0.11,94.26,0.279
2006,1,3,16,0,2,0.057,73,7,2,4.1000000000000005,0.11,94.18,0.278
2006,1,3,16,30,2,0.057,75,7,2,4,0.11,94.09,0.278
2006,1,3,17,0,1.9000000000000001,0.052000000000000005,73,6,2,4,0.11,94.47,0.278
2006,1,3,17,30,1.9000000000000001,0.052000000000000005,73,6,2,4,0.11,94.47,0.278
2006,1,3,18,0,1.8,0.05,71,7,2,4,0.11,94.68,0.278
2006,1,3,18,30,1.7000000000000002,0.05,68,7,2,3.9000000000000004,0.11,95.45,0.279
2006,1,3,19,0,1.6,0.051000000000000004,65,7,2,3.9000000000000004,0.11,95.39,0.279
2006,1,3,19,30,1.5,0.051000000000000004,60,7,1.9000000000000001,3.8000000000000003,0.11,96.17,0.28
2006,1,3,20,0,1.5,0.052000000000000005,54,7,1.9000000000000001,3.8000000000000003,0.11,95.18,0.281
2006,1,3,20,30,1.4000000000000001,0.052000000000000005,45,7,1.9000000000000001,3.7,0.11,95.96000000000001,0.28200000000000003
2006,1,3,21,0,1.3,0.058,32,7,1.9000000000000001,3.6,0.11,95.76,0.28300000000000003
2006,1,3,21,30,1.3,0.058,12,7,1.9000000000000001,3.5,0.11,95.86,0.28300000000000003
2006,1,3,22,0,1.3,0.061,0,7,1.9000000000000001,3.4000000000000004,0.11,95.35000000000001,0.28200000000000003
2006,1,3,22,30,1.3,0.061,0,4,1.8,3.3000000000000003,0.11,95.44,0.281
2006,1,3,23,0,1.3,0.057,0,4,1.8,3.3000000000000003,0.11,94.57000000000001,0.28
2006,1,3,23,30,1.2000000000000002,0.057,0,4,1.8,3.2,0.11,95.25,0.279
2006,1,4,0,0,1.2000000000000002,0.054,0,7,1.8,3.1,0.11,93.82000000000001,0.279
2006,1,4,0,30,1,0.054,0,7,1.7000000000000002,3,0.11,95.18,0.279
2006,1,4,1,0,0.9,0.052000000000000005,0,7,1.7000000000000002,2.9000000000000004,0.11,93.5,0.28
2006,1,4,1,30,0.6000000000000001,0.052000000000000005,0,4,1.7000000000000002,2.9000000000000004,0.11,95.54,0.281
2006,1,4,2,0,0.4,0.049,0,1,1.6,2.8000000000000003,0.11,93.59,0.28200000000000003
2006,1,4,2,30,0.1,0.049,0,1,1.6,2.8000000000000003,0.11,95.64,0.28300000000000003
2006,1,4,3,0,-0.2,0.048,0,1,1.6,2.7,0.11,93.47,0.28400000000000003
2006,1,4,3,30,-0.6000000000000001,0.048,0,4,1.5,2.7,0.11,96.33,0.28400000000000003
2006,1,4,4,0,-0.9,0.046,0,4,1.5,2.6,0.11,93.32000000000001,0.28400000000000003
2006,1,4,4,30,-1.3,0.046,0,4,1.4000000000000001,2.5,0.11,96.09,0.28300000000000003
2006,1,4,5,0,-1.7000000000000002,0.044,0,4,1.4000000000000001,2.4000000000000004,0.11,92.97,0.28200000000000003
2006,1,4,5,30,-2.2,0.044,0,0,1.3,2.4000000000000004,0.11,96.45,0.279
2006,1,4,6,0,-2.6,0.042,0,0,1.3,2.3000000000000003,0.11,93.02,0.277
2006,1,4,6,30,-2.9000000000000004,0.042,0,0,1.2000000000000002,2.2,0.11,95.11,0.275
2006,1,4,7,0,-3.2,0.042,0,0,1.2000000000000002,2.2,0.11,92.09,0.273
2006,1,4,7,30,-3.5,0.042,0,0,1.1,2.1,0.11,94.17,0.271
2006,1,4,8,0,-3.8000000000000003,0.044,0,0,1.1,2.1,0.11,92.08,0.269
2006,1,4,8,30,-4.1000000000000005,0.044,0,0,1.1,2.1,0.11,94.17,0.267
2006,1,4,9,0,-4.3,0.047,0,0,1,2.1,0.11,91.60000000000001,0.265
2006,1,4,9,30,-4.5,0.047,0,0,1,2.1,0.11,93.08,0.263
2006,1,4,10,0,-4.800000000000001,0.048,0,0,1,2.2,0.11,91.52,0.262
2006,1,4,10,30,-4.9,0.048,0,0,1,2.2,0.11,92.21000000000001,0.261
2006,1,4,11,0,-5,0.048,0,4,0.9,2.2,0.11,91.03,0.261
2006,1,4,11,30,-5,0.048,0,7,0.9,2.2,0.11,91.03,0.261
2006,1,4,12,0,-4.9,0.046,0,7,0.9,2.2,0.11,90.09,0.26
2006,1,4,12,30,-4.2,0.046,12,7,0.9,2.2,0.11,85.47,0.26
2006,1,4,13,0,-3.5,0.045,30,7,0.8,2.2,0.11,87.14,0.26
2006,1,4,13,30,-2.5,0.045,43,4,0.8,2.1,0.11,80.82000000000001,0.26
2006,1,4,14,0,-1.5,0.043000000000000003,52,0,0.8,2.1,0.11,84.49,0.261
2006,1,4,14,30,-0.7000000000000001,0.043000000000000003,58,4,0.8,1.9000000000000001,0.11,79.69,0.261
2006,1,4,15,0,0,0.042,63,4,0.8,1.8,0.11,82.55,0.26
2006,1,4,15,30,0.6000000000000001,0.042,66,1,0.8,1.6,0.11,78.97,0.26
2006,1,4,16,0,1.1,0.042,68,7,0.8,1.4000000000000001,0.11,81.06,0.259
2006,1,4,16,30,1.5,0.042,69,7,0.9,1.2000000000000002,0.11,78.69,0.259
2006,1,4,17,0,1.8,0.044,70,6,0.9,1.1,0.11,80.38,0.258
2006,1,4,17,30,2,0.044,70,6,1,0.9,0.11,79.24,0.258
2006,1,4,18,0,2.1,0.045,69,7,1.1,0.7000000000000001,0.11,79.42,0.258
2006,1,4,18,30,1.9000000000000001,0.045,66,1,1.2000000000000002,0.8,0.11,80.48,0.258
2006,1,4,19,0,1.7000000000000002,0.049,65,0,1.3,0.9,0.11,83.62,0.258
2006,1,4,19,30,1.5,0.049,60,0,1.4000000000000001,0.8,0.11,84.83,0.259
2006,1,4,20,0,1.2000000000000002,0.054,54,0,1.5,0.7000000000000001,0.11,88.94,0.26
2006,1,4,20,30,0.5,0.054,45,4,1.5,0.7000000000000001,0.11,93.53,0.261
2006,1,4,21,0,-0.2,0.051000000000000004,31,4,1.5,0.8,0.11,91.13,0.262
2006,1,4,21,30,-0.6000000000000001,0.051000000000000004,12,4,1.5,0.9,0.11,93.81,0.263
2006,1,4,22,0,-1,0.055,0,4,1.5,1,0.11,92.34,0.264
2006,1,4,22,30,-1,0.055,0,4,1.5,1,0.11,92.34,0.265
2006,1,4,23,0,-1,0.066,0,4,1.6,1,0.11,93.62,0.266
2006,1,4,23,30,-0.7000000000000001,0.066,0,4,1.6,1,0.11,91.59,0.266
2006,1,5,0,0,-0.5,0.084,0,4,1.6,0.9,0.12,93.59,0.267
2006,1,5,0,30,-0.2,0.084,0,4,1.6,0.9,0.12,91.57000000000001,0.268
2006,1,5,1,0,0,0.092,0,4,1.6,0.8,0.12,93.4,0.269
2006,1,5,1,30,0.1,0.092,0,4,1.6,0.8,0.12,92.64,0.269
2006,1,5,2,0,0.2,0.084,0,4,1.6,0.9,0.12,94.05,0.27
2006,1,5,2,30,0.4,0.084,0,4,1.6,0.9,0.12,92.61,0.271
2006,1,5,3,0,0.5,0.093,0,4,1.5,1,0.12,95.49,0.271
2006,1,5,3,30,0.8,0.093,0,4,1.5,1,0.12,93.36,0.273
2006,1,5,4,0,1.1,0.108,0,4,1.5,1.1,0.12,95.79,0.274
2006,1,5,4,30,1.2000000000000002,0.108,0,4,1.5,1.1,0.12,95.01,0.276
2006,1,5,5,0,1.4000000000000001,0.11800000000000001,0,4,1.4000000000000001,1.1,0.12,96.75,0.278
2006,1,5,5,30,1.5,0.11800000000000001,0,4,1.4000000000000001,1.1,0.12,96.06,0.281
2006,1,5,6,0,1.6,0.14400000000000002,0,4,1.5,1.2000000000000002,0.12,97.26,0.28300000000000003
2006,1,5,6,30,1.7000000000000002,0.14400000000000002,0,4,1.5,1.2000000000000002,0.12,96.56,0.28600000000000003
2006,1,5,7,0,1.7000000000000002,0.17200000000000001,0,4,1.5,1.2000000000000002,0.12,97.88,0.28800000000000003
2006,1,5,7,30,1.8,0.17200000000000001,0,4,1.5,1.2000000000000002,0.12,97.18,0.289
2006,1,5,8,0,1.9000000000000001,0.188,0,4,1.5,1.3,0.12,97.85000000000001,0.29
2006,1,5,8,30,2,0.188,0,4,1.5,1.3,0.12,97.15,0.29
2006,1,5,9,0,2.1,0.219,0,4,1.5,1.3,0.12,98.11,0.29
2006,1,5,9,30,2.2,0.219,0,4,1.4000000000000001,1.4000000000000001,0.12,97.41,0.291
2006,1,5,10,0,2.3000000000000003,0.23500000000000001,0,4,1.4000000000000001,1.4000000000000001,0.12,98.05,0.291
2006,1,5,10,30,2.3000000000000003,0.23500000000000001,0,4,1.4000000000000001,1.5,0.12,98.05,0.293
2006,1,5,11,0,2.4000000000000004,0.212,0,4,1.3,1.5,0.12,98.42,0.294
2006,1,5,11,30,2.4000000000000004,0.212,0,4,1.3,1.5,0.12,98.42,0.295
2006,1,5,12,0,2.4000000000000004,0.20600000000000002,0,4,1.3,1.5,0.12,98.43,0.296
2006,1,5,12,30,2.5,0.20600000000000002,10,4,1.2000000000000002,1.5,0.12,97.74000000000001,0.296
2006,1,5,13,0,2.6,0.167,40,1,1.2000000000000002,1.6,0.12,97.93,0.297
2006,1,5,13,30,2.8000000000000003,0.167,63,4,1.1,1.6,0.12,96.56,0.297
2006,1,5,14,0,3,0.117,69,4,1.1,1.7000000000000002,0.12,97.01,0.297
2006,1,5,14,30,3.3000000000000003,0.117,79,4,1,1.7000000000000002,0.12,94.88,0.297
2006,1,5,15,0,3.6,0.092,79,4,1,1.8,0.12,95.41,0.298
2006,1,5,15,30,4,0.092,83,4,1,1.9000000000000001,0.12,92.76,0.298
2006,1,5,16,0,4.3,0.079,81,4,1,2,0.12,93.16,0.298
2006,1,5,16,30,4.7,0.079,82,4,1.1,2.1,0.12,90.5,0.298
2006,1,5,17,0,5.1000000000000005,0.073,81,1,1.1,2.2,0.12,89.03,0.299
2006,1,5,17,30,5.4,0.073,80,7,1.1,2.1,0.12,87.19,0.3
2006,1,5,18,0,5.7,0.08,81,7,1.1,2.1,0.12,85.69,0.3
2006,1,5,18,30,5.800000000000001,0.08,78,8,1.1,2,0.12,85.10000000000001,0.301
2006,1,5,19,0,5.9,0.085,76,7,1.1,1.8,0.12,85.17,0.302
2006,1,5,19,30,5.6000000000000005,0.085,70,8,1.1,1.5,0.12,86.96000000000001,0.303
2006,1,5,20,0,5.2,0.08700000000000001,62,1,1.1,1.2000000000000002,0.12,89.4,0.303
2006,1,5,20,30,3.9000000000000004,0.08700000000000001,51,0,1.1,1.1,0.12,97.98,0.303
2006,1,5,21,0,2.6,0.08600000000000001,35,0,1,1.1,0.12,96.68,0.304
2006,1,5,21,30,2.1,0.08600000000000001,13,4,1,1.1,0.12,100,0.304
2006,1,5,22,0,1.6,0.08600000000000001,0,4,1,1.1,0.12,99.49000000000001,0.304
2006,1,5,22,30,1.5,0.08600000000000001,0,2,1,1.1,0.12,100,0.305
2006,1,5,23,0,1.3,0.09,0,4,1,1.1,0.12,99.87,0.306
2006,1,5,23,30,1.3,0.09,0,4,1,1.1,0.12,99.87,0.307
2006,1,6,0,0,1.2000000000000002,0.096,0,4,1,1.2000000000000002,0.12,99.57000000000001,0.307
2006,1,6,0,30,1.1,0.096,0,4,1,1.1,0.12,100,0.307
2006,1,6,1,0,1.1,0.099,0,4,1,1.1,0.12,98.37,0.308
2006,1,6,1,30,0.9,0.099,0,4,1,1.1,0.12,99.8,0.308
2006,1,6,2,0,0.7000000000000001,0.101,0,7,1,1.1,0.12,98.7,0.308
2006,1,6,2,30,0.6000000000000001,0.101,0,4,1,1.1,0.12,99.42,0.309
2006,1,6,3,0,0.4,0.107,0,4,1,1.1,0.12,98.3,0.31
2006,1,6,3,30,0.2,0.107,0,7,1.1,1.2000000000000002,0.12,99.74000000000001,0.312
2006,1,6,4,0,0.1,0.112,0,8,1.1,1.2000000000000002,0.12,98.31,0.313
2006,1,6,4,30,0.1,0.112,0,8,1.1,1.3,0.12,98.31,0.314
2006,1,6,5,0,0,0.113,0,7,1.1,1.3,0.12,97.93,0.315
2006,1,6,5,30,0,0.113,0,4,1.1,1.3,0.12,97.93,0.316
2006,1,6,6,0,-0.1,0.115,0,4,1.1,1.4000000000000001,0.12,97.76,0.317
2006,1,6,6,30,-0.1,0.115,0,4,1.1,1.4000000000000001,0.12,97.76,0.317
2006,1,6,7,0,-0.1,0.11800000000000001,0,4,1.1,1.4000000000000001,0.12,97.13,0.318
2006,1,6,7,30,-0.2,0.11800000000000001,0,4,1.1,1.4000000000000001,0.12,97.83,0.319
2006,1,6,8,0,-0.2,0.121,0,4,1.1,1.4000000000000001,0.12,97.2,0.32
2006,1,6,8,30,-0.2,0.121,0,4,1.1,1.4000000000000001,0.12,97.2,0.321
2006,1,6,9,0,-0.2,0.126,0,4,1.1,1.4000000000000001,0.12,96.54,0.323
2006,1,6,9,30,-0.2,0.126,0,4,1.1,1.4000000000000001,0.12,96.54,0.325
2006,1,6,10,0,-0.2,0.13,0,4,1.1,1.4000000000000001,0.12,96.53,0.328
2006,1,6,10,30,-0.30000000000000004,0.13,0,4,1.1,1.5,0.12,97.23,0.33
2006,1,6,11,0,-0.4,0.13,0,4,1,1.5,0.12,96.77,0.332
2006,1,6,11,30,-0.4,0.13,0,4,1,1.5,0.12,96.77,0.333
2006,1,6,12,0,-0.4,0.14,0,4,1,1.6,0.12,95.76,0.334
2006,1,6,12,30,0.2,0.14,12,4,1,1.8,0.12,91.68,0.335
2006,1,6,13,0,0.8,0.15,39,4,1,2.1,0.12,91.91,0.336
2006,1,6,13,30,1.1,0.15,60,7,1,2.2,0.12,89.95,0.336
2006,1,6,14,0,1.4000000000000001,0.153,76,4,1.1,2.4000000000000004,0.12,89.12,0.337
2006,1,6,14,30,1.6,0.153,88,4,1.1,2.4000000000000004,0.12,87.86,0.337
2006,1,6,15,0,1.7000000000000002,0.11800000000000001,86,4,1.1,2.4000000000000004,0.12,84.53,0.336
2006,1,6,15,30,1.8,0.11800000000000001,92,4,1.1,2.5,0.12,83.93,0.335
2006,1,6,16,0,1.9000000000000001,0.128,98,4,1.1,2.5,0.12,81.62,0.335
2006,1,6,16,30,2,0.128,101,4,1,2.5,0.12,81.04,0.334
2006,1,6,17,0,2.2,0.128,101,4,1,2.6,0.12,79.67,0.334
2006,1,6,17,30,2.3000000000000003,0.128,101,4,1,2.7,0.12,79.03,0.334
2006,1,6,18,0,2.4000000000000004,0.12,96,4,1,2.7,0.12,78.56,0.333
2006,1,6,18,30,2.4000000000000004,0.12,93,4,0.9,2.7,0.12,78.56,0.333
